ID;IDENTITE;DATE NAISSANCE;LIEU NAISSANCE;URL;
nm0327273;Michel Gondry;May 8 1963 ;Versailles, Seine-et-Oise [now Yvelines], France ;/name/nm0327273/?ref_=tt_ov_dr;
nm0230666;Walt Dohrn;December 5 1970 ;Orange County, California, USA ;/name/nm0230666/?ref_=tt_ov_dr;
nm0401203;Raman Hui;1963 ;;/name/nm0401203/?ref_=tt_ov_dr;
nm0873779;Gary Trousdale;June 8 1960 ;La Crescenta, California, USA ;/name/nm0873779/?ref_=tt_ov_dr;
nm0715636;Peyton Reed;July 3 1964 ;Raleigh, North Carolina, USA ;/name/nm0715636/?ref_=tt_ov_dr;
nm5181204;Yan Han;;;/name/nm5181204/?ref_=tt_ov_dr;
nm1515266;Jean-Baptiste Léonetti;;;/name/nm1515266/?ref_=tt_ov_dr;
nm0000212;Meg Ryan;November 19 1961 ;Fairfield, Connecticut, USA ;/name/nm0000212/?ref_=tt_ov_dr;
nm5170222;Lindsey Anderson Beer;;;/name/nm5170222/?ref_=tt_ov_dr;
nm0000141;David Duchovny;August 7 1960 ;New York City, New York, USA ;/name/nm0000141/?ref_=tt_ov_dr;
nm1244069;Kenya Barris;August 9 1974 ;Los Angeles, California, USA ;/name/nm1244069/?ref_=tt_ov_dr;
nm1918877;Dean Craig;October 25 1974 ;London, England, UK ;/name/nm1918877/?ref_=tt_ov_dr;
nm0520749;Robert Lorenz;;;/name/nm0520749/?ref_=tt_ov_dr;
nm0797869;Brad Silberling;September 8 1963 ;Washington, District of Columbia, USA ;/name/nm0797869/?ref_=tt_ov_dr;
nm0000583;Wolfgang Petersen;March 14 1941 ;Emden, Germany ;/name/nm0000583/?ref_=tt_ov_dr;
nm0887174;Buddy Van Horn;August 20 1928 ;Universal City, California, USA ;/name/nm0887174/?ref_=tt_ov_dr;
nm0000907;Richard Benjamin;May 22 1938 ;New York City, New York, USA ;/name/nm0000907/?ref_=tt_ov_dr;
nm0876227;Richard Tuggle;August 8 1948 ;Coral Gables, Florida, USA ;/name/nm0876227/?ref_=tt_ov_dr;
nm0267309;James Fargo;August 14 1938 ;Republic, Washington, USA ;/name/nm0267309/?ref_=tt_ov_dr;
nm0692872;Ted Post;March 31 1918 ;Brooklyn, New York City, New York, USA ;/name/nm0692872/?ref_=tt_ov_dr;
nm0178578;Jodie Copelan;January 6 1914 ;California, USA ;/name/nm0178578/?ref_=tt_ov_dr;
nm0303227;Samuel Gallu;March 21 1918 ;Woodbine, New Jersey, USA ;/name/nm0303227/?ref_=tt_ov_wr;
nm0351918;Charles F. Haas;November 15 1913 ;Chicago, Illinois, USA ;/name/nm0351918/?ref_=tt_ov_dr;
nm0394409;Jerry Hopper;July 29 1907 ;Guthrie, Oklahoma, USA ;/name/nm0394409/?ref_=tt_ov_dr;
nm0802862;Douglas Sirk;April 26 1897 ;Hamburg, Germany ;/name/nm0802862/?ref_=tt_ov_dr;
nm0000791;Jack Arnold;October 14 1912 ;New Haven, Connecticut, USA ;/name/nm0000791/?ref_=tt_ov_dr;
nm1067844;Gilbert Allan;;;/name/nm1067844/?ref_=tt_ov_dr;
nm0456239;Robert Kirbyson;;;/name/nm0456239/?ref_=tt_ov_dr;
nm0777435;Scott L. Schwartz;March 16 ;Philadelphia, Pennsylvania, USA ;/name/nm0777435/?ref_=tt_ov_dr;
nm0234139;Bradley Dorsey;1980 ;Amarillo, Texas, USA ;/name/nm0234139/?ref_=tt_ov_dr;
nm1451137;Jonathan A. Rosenbaum;;;/name/nm1451137/?ref_=tt_ov_dr;
nm0498108;Robert Lee;;;/name/nm0498108/?ref_=tt_ov_dr;
nm0259821;George Erschbamer;1954 ;;/name/nm0259821/?ref_=tt_ov_dr;
nm0928691;Gavin Wilding;;;/name/nm0928691/?ref_=tt_ov_dr;
nm0740213;Darrell Roodt;April 28 1962 ;Johannesburg, South Africa ;/name/nm0740213/?ref_=tt_ov_dr;
nm1212040;Michael M. Scott;;;/name/nm1212040/?ref_=tt_ov_dr;
nm0003229;Roger Cardinal;;;/name/nm0003229/?ref_=tt_ov_dr;
nm0457048;Mike Kirton;;;/name/nm0457048/?ref_=tt_ov_dr;
nm0346841;Martin Guigui;June 26 1965 ;Buenos Aires, Argentina ;/name/nm0346841/?ref_=tt_ov_dr;
nm4798740;Matt Johnson;October 5 1985 ;Toronto, Ontario, Canada ;/name/nm4798740/?ref_=tt_ov_dr;
nm0005363;Guy Ritchie;September 10 1968 ;Hatfield, Hertfordshire, England, UK ;/name/nm0005363/?ref_=tt_ov_dr;
nm4698553;Jon McDonald;;;/name/nm4698553/?ref_=tt_ov_dr;
nm0447312;Julian Kemp;February 1969 ;;/name/nm0447312/?ref_=tt_ov_dr;
nm2820986;Matthew Hill;;;/name/nm2820986/?ref_=tt_ov_dr;
nm2576542;Landon Johnson;;;/name/nm2576542/?ref_=tt_ov_dr;
nm0818746;Evan Spiliotopoulos;;;/name/nm0818746/?ref_=tt_ov_dr;
nm1174084;Lina Roessler;;;/name/nm1174084/?ref_=tt_ov_dr;
nm3046419;Sophia Takal;;;/name/nm3046419/?ref_=tt_ov_dr;
nm1770839;Vladislav Alex Kozlov;July 22 1976 ;Moscow, Russian SFSR, USSR [now Russia] ;/name/nm1770839/?ref_=tt_ov_dr;
nm2359381;Ben Botwick;May 2 1984 ;Frankfurt, Germany ;/name/nm2359381/?ref_=tt_ov_dr;
nm6766189;Martin Bannon Beaudet;;;/name/nm6766189/?ref_=tt_ov_dr;
nm0173207;Carl Colpaert;1963 ;Belgium ;/name/nm0173207/?ref_=tt_ov_dr;
nm8180364;John Irvine;;;/name/nm8180364/?ref_=tt_ov_dr;
nm2875023;Spencer Folmar;October 10 1989 ;Eustis, Florida, USA ;/name/nm2875023/?ref_=tt_ov_dr;
nm4671384;Jose Girl;;;/name/nm4671384/?ref_=tt_ov_dr;
nm0405336;Nicholas Hytner;May 7 1956 ;Manchester, England, UK ;/name/nm0405336/?ref_=tt_ov_dr;
nm0617042;Mark Mylod;;;/name/nm0617042/?ref_=tt_ov_dr;
nm0002376;David Hare;June 5 1947 ;Sussex, England, UK ;/name/nm0002376/?ref_=tt_ov_dr;
nm1560977;Cary Joji Fukunaga;July 10 1977 ;Oakland, California, USA ;/name/nm1560977/?ref_=tt_ov_dr;
nm0567620;John Michael McDonagh;1967 ;London, England, UK ;/name/nm0567620/?ref_=tt_ov_dr;
nm1404307;Simon Stone;August 19 1984 ;Basel, Kanton Basel Stadt, Switzerland ;/name/nm1404307/?ref_=tt_ov_dr;
nm2516405;Taghi Amirani;;;/name/nm2516405/?ref_=tt_ov_dr;
nm0593610;Mike Mitchell;October 18 1970 ;Oklahoma City, Oklahoma, USA ;/name/nm0593610/?ref_=tt_ov_dr;
nm0004303;Gavin Hood;May 12 1963 ;Johannesburg, South Africa ;/name/nm0004303/?ref_=tt_ov_dr;
nm0006960;John Madden;April 8 1949 ;Portsmouth, Hampshire, England, UK ;/name/nm0006960/?ref_=tt_ov_dr;
nm0404067;Eva Husson;1977 ;Le Havre, Seine-Maritime, France ;/name/nm0404067/?ref_=tt_ov_dr;
nm2982240;Harry Macqueen;;;/name/nm2982240/?ref_=tt_ov_dr;
nm0612720;Marc Munden;;;/name/nm0612720/?ref_=tt_ov_dr;
nm0899121;Thomas Vinterberg;May 19 1969 ;Copenhagen, Denmark ;/name/nm0899121/?ref_=tt_ov_dr;
nm1016428;James Marsh;April 30 1963 ;Truro, Cornwall, England, UK ;/name/nm1016428/?ref_=tt_ov_dr;
nm0000391;Rupert Everett;May 29 1959 ;Burnham Deepdale, Norfolk, England, UK ;/name/nm0000391/?ref_=tt_ov_dr;
nm0536632;Sharon Maguire;November 28 1960 ;Aberystwyth, Cardiganshire, Wales, UK ;/name/nm0536632/?ref_=tt_ov_dr;
nm0761498;Chris Sanders;March 12 1962 ;Colorado Springs, Colorado, USA ;/name/nm0761498/?ref_=tt_ov_dr;
nm0719208;Chris Renaud;;;/name/nm0719208/?ref_=tt_ov_dr;
nm3646390;Jonathan del Val;;;/name/nm3646390/?ref_=tt_ov_dr;
nm0898288;Denis Villeneuve;October 3 1967 ;Trois-Rivières, Québec, Canada ;/name/nm0898288/?ref_=tt_ov_dr;
nm3798229;Jamie Eden;;;/name/nm3798229/?ref_=tt_ov_dr;
nm5059335;Pete Gomer;;;/name/nm5059335/?ref_=tt_ov_dr;
nm3030667;Robert Hewson;;;/name/nm3030667/?ref_=tt_ov_dr;
nm1767218;Lee Toland Krieger;January 24 1983 ;USA ;/name/nm1767218/?ref_=tt_ov_dr;
nm1676090;Lee Clow;;;/name/nm1676090/?ref_=tt_ov_wr;
nm4534042;Peter Seligmann;;;/name/nm4534042/?ref_=tt_ov_wr;
nm0001338;Brian Helgeland;January 17 ;Providence, Rhode Island, USA ;/name/nm0001338/?ref_=tt_ov_dr;
nm0000184;George Lucas;May 14 1944 ;Modesto, California, USA ;/name/nm0000184/?ref_=tt_ov_dr;
nm0269463;Jon Favreau;October 19 1966 ;Queens, New York City, New York, USA ;/name/nm0269463/?ref_=tt_ov_dr;
nm0585011;Roger Michell;June 5 1956 ;Pretoria, South Africa ;/name/nm0585011/?ref_=tt_ov_dr;
nm0891114;Tom Vaughan;September 5 1969 ;Scotland, UK ;/name/nm0891114/?ref_=tt_ov_dr;
nm0469694;Wayne Kramer;1965 ;South Africa ;/name/nm0469694/?ref_=tt_ov_dr;
nm0518644;Richard Loncraine;October 20 1946 ;Cheltenham, Gloucestershire, England, UK ;/name/nm0518644/?ref_=tt_ov_dr;
nm1747821;Willie McMillon;;;/name/nm1747821/?ref_=tt_ov_dr;
nm0005421;Ron Shelton;September 15 1945 ;Whittier, California, USA ;/name/nm0005421/?ref_=tt_ov_dr;
nm0000941;Kathryn Bigelow;November 27 1951 ;San Carlos, California, USA ;/name/nm0000941/?ref_=tt_ov_dr;
nm0001628;Sydney Pollack;July 1 1934 ;Lafayette, Indiana, USA ;/name/nm0001628/?ref_=tt_ov_dr;
nm0001587;Alan J. Pakula;April 7 1928 ;The Bronx, New York City, New York, USA ;/name/nm0001587/?ref_=tt_ov_dr;
nm0549820;Gregory Marquette;;;/name/nm0549820/?ref_=tt_ov_dr;
nm0001112;Andrew Davis;November 21 1946 ;Chicago, Illinois, USA ;/name/nm0001112/?ref_=tt_ov_dr;
nm0001566;Mike Nichols;November 6 1931 ;Berlin, Germany ;/name/nm0001566/?ref_=tt_ov_dr;
nm0001837;Peter Weir;August 21 1944 ;Sydney, New South Wales, Australia ;/name/nm0001837/?ref_=tt_ov_dr;
nm0010128;David Acomba;1944 ;Montreal, Quebec, Canada ;/name/nm0010128/?ref_=tt_ov_dr;
nm0004596;Steve Binder;December 12 1932 ;Los Angeles, California, USA ;/name/nm0004596/?ref_=tt_ov_dr;
nm0434571;Jeremy Kagan;December 14 1945 ;Mount Vernon, New York, USA ;/name/nm0434571/?ref_=tt_ov_dr;
nm0861679;Jerry Thorpe;August 29 1926 ;Los Angeles, California, USA ;/name/nm0861679/?ref_=tt_ov_dr;
nm0750701;Richard Rush;April 15 1929 ;New York City, New York, USA ;/name/nm0750701/?ref_=tt_ov_dr;
nm0324578;Ivan Goff;April 17 1910 ;Perth, Western Australia, Australia ;/name/nm0324578/?ref_=tt_ov_wr;
nm0730850;Ben Roberts;March 23 1916 ;Brooklyn, New York, USA ;/name/nm0730850/?ref_=tt_ov_wr;
nm0240417;Warren Duff;May 17 1904 ;San Francisco, California, USA ;/name/nm0240417/?ref_=tt_ov_wr;
nm0912766;Charles Marquis Warren;December 16 1912 ;Baltimore, Maryland, USA ;/name/nm0912766/?ref_=tt_ov_wr;
nm0439597;Phil Karlson;July 2 1908 ;Chicago, Illinois, USA ;/name/nm0439597/?ref_=tt_ov_dr;
nm0232795;Clive Donner;January 21 1926 ;London, England, UK ;/name/nm0232795/?ref_=tt_ov_dr;
nm0320637;Bernard Girard;February 22 1918 ;Los Angeles, California, USA ;/name/nm0320637/?ref_=tt_ov_dr;
nm3011011;Jimmy Chin;October 12 1973 ;Mankato, Minnesota, USA ;/name/nm3011011/?ref_=tt_ov_dr;
nm1888091;Elizabeth Chai Vasarhelyi;;;/name/nm1888091/?ref_=tt_ov_dr;
nm0531817;Kevin Macdonald;October 28 1967 ;Glasgow, Scotland, UK ;/name/nm0531817/?ref_=tt_ov_dr;
nm1510800;Drew Pearce;August 24 1975 ;;/name/nm1510800/?ref_=tt_ov_dr;
nm2687495;Steven Klein;;;/name/nm2687495/?ref_=tt_ov_dr;
nm0088955;Neill Blomkamp;September 17 1979 ;Johannesburg, South Africa ;/name/nm0088955/?ref_=tt_ov_dr;
nm0225869;Katherine Dieckmann;;;/name/nm0225869/?ref_=tt_ov_dr;
nm0280814;Jennifer Flackett;;;/name/nm0280814/?ref_=tt_ov_dr;
nm0505662;Mark Levin;;;/name/nm0505662/?ref_=tt_ov_dr;
nm0777881;Robert Schwentke;1968 ;Stuttgart, Germany ;/name/nm0777881/?ref_=tt_ov_dr;
nm0000466;Jean-Pierre Jeunet;September 3 1953 ;Roanne, Loire, Rhône-Alpes, France ;/name/nm0000466/?ref_=tt_ov_dr;
nm0000399;David Fincher;August 28 1962 ;Denver, Colorado, USA ;/name/nm0000399/?ref_=tt_ov_dr;
nm3821363;Matthew Fogel;;;/name/nm3821363/?ref_=tt_ov_wr;
nm2219807;Steve Spiegel;;;/name/nm2219807/?ref_=tt_ov_wr;
nm1119880;Colin Trevorrow;September 13 1976 ;San Francisco, California, USA ;/name/nm1119880/?ref_=tt_ov_dr;
nm4043618;Tom Holland;June 1 1996 ;Kingston upon Thames, England, UK ;/name/nm4043618/?ref_=tt_ov_st;
nm0695435;Chris Pratt;21 juin 1979 ;Virginia, Minnesota, États-Unis ;/name/nm0695435/?ref_=tt_ov_st;
nm1632389;Chris Waitt;1975 ;UK ;/name/nm1632389/?ref_=tt_ov_dr;
nm11646878;Ben West;;;/name/nm11646878/?ref_=tt_ov_dr;
nm11656878;Ben West;;;/name/nm11656878/?ref_=tt_ov_dr;
nm0000352;Vincent D'Onofrio;June 30 1959 ;Brooklyn, New York City, New York, USA ;/name/nm0000352/?ref_=tt_ov_dr;
nm1291105;J.A. Bayona;May 9 1975 ;Barcelona, Catalonia, Spain ;/name/nm1291105/?ref_=tt_ov_dr;
nm3290210;Jadon Gauthier;;;/name/nm3290210/?ref_=tt_ov_dr;
nm3965748;Zach King;February 4 1990 ;Portland, Oregon, USA ;/name/nm3965748/?ref_=tt_ov_dr;
nm0946521;David Yarovesky;;;/name/nm0946521/?ref_=tt_ov_dr;
nm0878763;Morten Tyldum;May 19 1967 ;Bergen, Norway ;/name/nm0878763/?ref_=tt_ov_dr;
nm0298807;Antoine Fuqua;May 30 1965 ;Pittsburgh, Pennsylvania, USA ;/name/nm0298807/?ref_=tt_ov_dr;
nm0160840;Jon M. Chu;November 2 1979 ;Palo Alto, California, USA ;/name/nm0160840/?ref_=tt_ov_dr;
nm2095224;Jon Burton;August 27 1969 ;Winchester, England, UK ;/name/nm2095224/?ref_=tt_ov_dr;
nm4417264;Stephanie McGann;;;/name/nm4417264/?ref_=tt_ov_wr;
nm0520488;Phil Lord;July 12 1975 ;Miami, Florida, USA ;/name/nm0520488/?ref_=tt_ov_dr;
nm0588087;Christopher Miller;September 23 1975 ;Everett, Washington, USA ;/name/nm0588087/?ref_=tt_ov_dr;
nm0175726;Steve Conrad;1968 ;Fort Lauderdale, Florida, USA ;/name/nm0175726/?ref_=tt_ov_wr;
nm0226181;Jeff Dieter;;;/name/nm0226181/?ref_=tt_ov_wr;
nm1860920;Thomas J. Glynn;;;/name/nm1860920/?ref_=tt_ov_wr;
nm0779433;Ken Scott;;;/name/nm0779433/?ref_=tt_ov_dr;
nm0005069;Spike Jonze;October 22 1969 ;Rockville, Maryland, USA ;/name/nm0005069/?ref_=tt_ov_dr;
nm4900923;David Rock;;;/name/nm4900923/?ref_=tt_ov_dr;
nm0264915;Sean Andrew Faden;;;/name/nm0264915/?ref_=tt_ov_dr;
nm1020599;Paul J. Morra;January 22 1973 ;Boston, Massachusetts, USA ;/name/nm1020599/?ref_=tt_ov_dr;
nm2201555;Aubrey Plaza;June 26 1984 ;Wilmington, Delaware, USA ;/name/nm2201555/?ref_=tt_ov_st;
nm0688132;Amy Poehler;September 16 1971 ;Burlington, Massachusetts, USA ;/name/nm0688132/?ref_=tt_ov_st;
nm1956691;Jamie Linden;;;/name/nm1956691/?ref_=tt_ov_dr;
nm0587955;Bennett Miller;December 30 1966 ;New York City, New York, USA ;/name/nm0587955/?ref_=tt_ov_dr;
nm0236226;Michael Dowse;April 19 1973 ;London, Ontario, Canada ;/name/nm0236226/?ref_=tt_ov_dr;
nm0809006;Kirsten Smith;August 12 1970 ;Contra Costa County, California, USA ;/name/nm0809006/?ref_=tt_ov_dr;
nm0476201;Karyn Kusama;March 21 1968 ;Brooklyn, New York, USA ;/name/nm0476201/?ref_=tt_ov_dr;
nm0287147;Christian Forte;1969 ;;/name/nm0287147/?ref_=tt_ov_dr;
nm0935095;Gary Winick;March 31 1961 ;New York City, New York, USA ;/name/nm0935095/?ref_=tt_ov_dr;
nm0067457;Timur Bekmambetov;June 25 1961 ;Guryev, Kazakh SSR, USSR [now Atyrau, Kazakhstan] ;/name/nm0067457/?ref_=tt_ov_dr;
nm0825356;Mark Steilen;;;/name/nm0825356/?ref_=tt_ov_dr;
nm0020821;Matthew Allen;June 2 1958 ;San Francisco, California, USA ;/name/nm0020821/?ref_=tt_ov_dr;
nm0299122;Stephen Furst;May 8 1954 ;Norfolk, Virginia, USA ;/name/nm0299122/?ref_=tt_ov_dr;
nm0227576;Paul Dinello;November 28 1962 ;Chicago, Illinois, USA ;/name/nm0227576/?ref_=tt_ov_dr;
nm0508883;Leslie Libman;;;/name/nm0508883/?ref_=tt_ov_dr;
nm0001044;Rae Dawn Chong;February 28 1961 ;Edmonton, Alberta, Canada ;/name/nm0001044/?ref_=tt_ov_dr;
nm4804442;Nia DaCosta;November 8 1989 ;;/name/nm4804442/?ref_=tt_ov_dr;
nm0660098;Nicol Paone;March 11 ;New Jersey, USA ;/name/nm0660098/?ref_=tt_ov_dr;
nm0047193;Chris Bailey;March 26 1962 ;Portland, Oregon, USA ;/name/nm0047193/?ref_=tt_ov_dr;
nm0462988;Mark Koetsier;;;/name/nm0462988/?ref_=tt_ov_dr;
nm0591450;Rob Minkoff;August 11 1962 ;Palo Alto, California, USA ;/name/nm0591450/?ref_=tt_ov_dr;
nm0132709;Martin Campbell;October 24 1943 ;Hastings, New Zealand ;/name/nm0132709/?ref_=tt_ov_dr;
nm1135423;Darren Lynn Bousman;January 11 1979 ;Overland Park, Kansas, USA ;/name/nm1135423/?ref_=tt_ov_dr;
nm2667446;Al Campbell;;;/name/nm2667446/?ref_=tt_ov_dr;
nm3634291;Alice Mathias;;;/name/nm3634291/?ref_=tt_ov_dr;
nm1519252;Bryan Buckley;September 3 1963 ;Sudbury, Massachusetts, USA ;/name/nm1519252/?ref_=tt_ov_dr;
nm1079776;George Nolfi;;;/name/nm1079776/?ref_=tt_ov_dr;
nm0475578;Ellen Kuras;July 10 1959 ;New Jersey, USA ;/name/nm0475578/?ref_=tt_ov_dr;
nm0135296;Jim Capobianco;March 22 1969 ;Saddle Brook, New Jersey, USA ;/name/nm0135296/?ref_=tt_ov_dr;
nm1415699;Pierre-Luc Granjon;;;/name/nm1415699/?ref_=tt_ov_dr;
nm2130235;Mona Achache;March 18 1981 ;;/name/nm2130235/?ref_=tt_ov_dr;
nm0133899;Guillaume Canet;April 10 1973 ;Boulogne-Billancourt, Hauts-de-Seine, France ;/name/nm0133899/?ref_=tt_ov_dr;
nm5902145;Mathias Chelebourg;;;/name/nm5902145/?ref_=tt_ov_dr;
nm0221611;Arnaud Desplechin;October 31 1960 ;Roubaix, Nord, France ;/name/nm0221611/?ref_=tt_ov_dr;
nm3367478;Alex Lutz;August 25 1978 ;Strasbourg, Bas-Rhin, France ;/name/nm3367478/?ref_=tt_ov_dr;
nm7365505;Arthur Sanigou;;;/name/nm7365505/?ref_=tt_ov_dr;
nm3626004;Tahir Rana;;;/name/nm3626004/?ref_=tt_ov_dr;
nm2908199;Éric Warin;;;/name/nm2908199/?ref_=tt_ov_dr;
nm0136021;Leos Carax;November 22 1960 ;Suresnes, Seine [now Hauts-de-Seine], France ;/name/nm0136021/?ref_=tt_ov_dr;
nm0719307;Johan Renck;December 5 1966 ;Sweden ;/name/nm0719307/?ref_=tt_ov_dr;
nm1141338;Vanessa Filho;;;/name/nm1141338/?ref_=tt_ov_dr;
nm9276226;Aaron Bradbury;;;/name/nm9276226/?ref_=tt_ov_dr;
nm0177896;Bradley Cooper;January 5 1975 ;Philadelphia, Pennsylvania, USA ;/name/nm0177896/?ref_=tt_ov_dr;
nm0197855;John Francis Daley;July 20 1985 ;Wheeling, Illinois, USA ;/name/nm0197855/?ref_=tt_ov_dr;
nm0326246;Jonathan Goldstein;September 2 1968 ;New York City, New York, USA ;/name/nm0326246/?ref_=tt_ov_dr;
nm0868219;Guillermo del Toro;October 9 1964 ;Guadalajara, Jalisco, Mexico ;/name/nm0868219/?ref_=tt_ov_dr;
nm0000759;Paul Thomas Anderson;June 26 1970 ;Studio City, California, USA ;/name/nm0000759/?ref_=tt_ov_dr;
nm3984627;Andrew Donoho;;;/name/nm3984627/?ref_=tt_ov_dr;
nm0504642;Louis Leterrier;June 17 1973 ;Paris, France ;/name/nm0504642/?ref_=tt_ov_dr;
nm1710168;Jesse Rapczak;;;/name/nm1710168/?ref_=tt_ov_dr;
nm5084018;Jeremy Stieglitz;;;/name/nm5084018/?ref_=tt_ov_dr;
nm0510912;Justin Lin;October 11 1971 ;Taipei, Taiwan ;/name/nm0510912/?ref_=tt_ov_dr;
nm3821020;Ian Bell;;;/name/nm3821020/?ref_=tt_ov_dr;
nm1702145;Dave Wilson;;;/name/nm1702145/?ref_=tt_ov_dr;
nm1601882;Phil Johnston;October 26 1971 ;Hennepin County, Minnesota, USA ;/name/nm1601882/?ref_=tt_ov_dr;
nm0601781;Rich Moore;May 10 1963 ;Oxnard, California, USA ;/name/nm0601781/?ref_=tt_ov_dr;
nm0085312;Jack Black;August 28 1969 ;Santa Monica, California, USA ;/name/nm0085312/?ref_=tt_ov_st;
nm0309307;Kyle Gass;July 14 1960 ;Walnut Creek, California, USA ;/name/nm0309307/?ref_=tt_ov_st;
nm1627732;Tenacious D;;;/name/nm1627732/?ref_=tt_ov_st;
nm6600275;Adam Paloian;September 9 1991 ;Cold Spring Harbor, New York, USA ;/name/nm6600275/?ref_=tt_ov_dr;
nm3488144;Olov Burman;;;/name/nm3488144/?ref_=tt_ov_dr;
nm9420496;Cole Bennett;;;/name/nm9420496/?ref_=tt_ov_dr;
nm1569897;Dimitri Coats;;;/name/nm1569897/?ref_=tt_ov_dr;
nm1926903;Eric Appel;August 13 1980 ;Endicott, New York, USA ;/name/nm1926903/?ref_=tt_ov_dr;
nm0769796;Tim Schafer;July 26 1967 ;;/name/nm0769796/?ref_=tt_ov_dr;
nm5939695;Marco Perego;March 1 1979 ;Salò, Brescia, Lombardy, Italy ;/name/nm5939695/?ref_=tt_ov_dr;
nm0506613;Shawn Levy;July 23 1968 ;Montreal, Quebec, Canada ;/name/nm0506613/?ref_=tt_ov_dr;
nm0210320;Kirk DeMicco;May 15 1969 ;Wyckoff, New Jersey, USA ;/name/nm0210320/?ref_=tt_ov_dr;
nm2859976;Brandon Jeffords;;;/name/nm2859976/?ref_=tt_ov_dr;
nm1444412;Oz Rodriguez;;;/name/nm1444412/?ref_=tt_ov_dr;
nm1543747;Reed Morano;April 15 1977 ;Omaha, Nebraska, USA ;/name/nm1543747/?ref_=tt_ov_dr;
nm4826506;Cara Stricker;;;/name/nm4826506/?ref_=tt_ov_dr;
nm0775056;Maria Schrader;September 27 1965 ;Hanover, Lower Saxony, West Germany ;/name/nm0775056/?ref_=tt_ov_dr;
nm0089742;Stuart Blumberg;July 19 1969 ;;/name/nm0089742/?ref_=tt_ov_dr;
nm0004937;Jamie Foxx;December 13 1967 ;Terrell, Texas, USA ;/name/nm0004937/?ref_=tt_ov_dr;
nm0923736;Joss Whedon;June 23 1964 ;New York City, New York, USA ;/name/nm0923736/?ref_=tt_ov_dr;
nm0110300;Stéphane Brizé;October 18 1966 ;Rennes, Ille-et-Vilaine, France ;/name/nm0110300/?ref_=tt_ov_dr;
nm0271246;Jean-Loup Felicioli;;;/name/nm0271246/?ref_=tt_ov_dr;
nm0300944;Alain Gagnol;1967 ;Roanne, Loire, France ;/name/nm0300944/?ref_=tt_ov_dr;
nm4224294;Just Philippot;;;/name/nm4224294/?ref_=tt_ov_dr;
nm4922817;Édouard Bergeon;;;/name/nm4922817/?ref_=tt_ov_dr;
nm1267707;Nicolas Bedos;April 21 1980 ;Neuilly-sur-Seine, Hauts-de-Seine, France ;/name/nm1267707/?ref_=tt_ov_dr;
nm2016916;Sandy Lobry;;;/name/nm2016916/?ref_=tt_ov_dr;
nm1618621;Olivier Afonso;;;/name/nm1618621/?ref_=tt_ov_dr;
nm0029762;Cédric Anger;September 1 1974 ;Caen, Calvados, France ;/name/nm0029762/?ref_=tt_ov_dr;
nm0000801;Olivier Assayas;January 25 1955 ;Paris, France ;/name/nm0000801/?ref_=tt_ov_dr;
nm0500976;Gilles Lellouche;July 5 1972 ;Savigny-sur-Orge, Essonne, France ;/name/nm0500976/?ref_=tt_ov_dr;
nm0137228;Christian Carion;January 4 1963 ;Cambrai, Nord, France ;/name/nm0137228/?ref_=tt_ov_dr;
nm0860019;Danièle Thompson;January 3 1942 ;Monaco ;/name/nm0860019/?ref_=tt_ov_dr;
nm0357453;John Hamburg;May 26 1970 ;New York City, New York, USA ;/name/nm0357453/?ref_=tt_ov_dr;
nm6793979;Rosalind Ross;;;/name/nm6793979/?ref_=tt_ov_dr;
nm9587343;Joyner Lucas;;;/name/nm9587343/?ref_=tt_ov_dr;
nm4042952;Ben Proulx;;;/name/nm4042952/?ref_=tt_ov_dr;
nm3232264;Reinaldo Marcus Green;December 16 1981 ;Bronx, New York, USA ;/name/nm3232264/?ref_=tt_ov_dr;
nm0148999;Tony Cervone;November 15 1966 ;Melrose Park, Illinois, USA ;/name/nm0148999/?ref_=tt_ov_dr;
nm0000916;Peter Berg;March 11 1964 ;New York City, New York, USA ;/name/nm0000916/?ref_=tt_ov_dr;
nm0319659;Dan Gilroy;June 24 1959 ;Santa Monica, California, USA ;/name/nm0319659/?ref_=tt_ov_dr;
nm0000243;Denzel Washington;December 28 1954 ;Mount Vernon, New York, USA ;/name/nm0000243/?ref_=tt_ov_dr;
nm0466349;Baltasar Kormákur;February 27 1966 ;Reykjavik, Iceland ;/name/nm0466349/?ref_=tt_ov_dr;
nm1174251;Daniel Espinosa;March 23 1977 ;Huddinge, Stockholms län, Sweden ;/name/nm1174251/?ref_=tt_ov_dr;
nm0400436;Albert Hughes;April 1 1972 ;Detroit, Michigan, USA ;/name/nm0400436/?ref_=tt_ov_dr;
nm0400441;Allen Hughes;April 1 1972 ;Detroit, Michigan, USA ;/name/nm0400441/?ref_=tt_ov_dr;
nm0619507;Phyllis Nagy;November 7 1962 ;New York City, New York, USA ;/name/nm0619507/?ref_=tt_ov_dr;
nm0285379;Maya Forbes;July 23 1968 ;Cambridge, Massachusetts, USA ;/name/nm0285379/?ref_=tt_ov_dr;
nm0938645;Wallace Wolodarsky;;;/name/nm0938645/?ref_=tt_ov_dr;
nm0243837;Christopher Durang;January 2 1949 ;Montclair, New Jersey, USA ;/name/nm0243837/?ref_=tt_ov_wr;
nm0265852;Philippe Falardeau;February 1 1968 ;Hull, Québec, Canada ;/name/nm0265852/?ref_=tt_ov_dr;
